Rank,Athlete,Year,Team,Time,Meet,Meet_Date,Time_seconds
34,"Herrera, Eduardo",SR-4,Colorado,3:57.16,2022 Pac-12 Invitational,"Feb 25, 2022",237.16
35,"Spencer, Adam",FR-1,Wisconsin,3:57.29,The Badgers Windy City Invite,"Feb 11, 2022",237.29
36,"Kusche, George",JR-3,Northern Arizona,"3:57.33
#@",Big Sky Indoor Track and Field Championships,"Feb 24, 2022",237.32999999999998
37,"Essayi, Anass",FR-1,South Carolina,3:57.37,SEC Indoor Championships,"Feb 25, 2022",237.37
38,"O'Donovan, Charlie",JR-3,Villanova,3:57.46,Sykes & Sabock Invitational,"Jan 29, 2022",237.46
39,"Schaffer, Dan",SR-4,Binghamton,3:57.47,2022 Boston University Last Chance Meet,"Feb 27, 2022",237.47
40,"Gilman, Sam",JR-3,Air Force,"3:57.52
@",Air Force Invitational,"Jan 20, 2022",237.52
41,"Abdalla, Yaseen",FR-1,Texas,3:57.53,2022 Boston University David Hemery Valentine Invitational,"Feb 11, 2022",237.53
42,"Bracken, Shane",JR-3,Ole Miss,3:57.57,Music City Challenge,"Feb 11, 2022",237.57
43,"Prodanov, Martin",JR-3,Missouri,3:57.65,SEC Indoor Championships,"Feb 25, 2022",237.65
44,"Culpepper, Cruz",SO-2,Ole Miss,3:57.66,SEC Indoor Championships,"Feb 25, 2022",237.66
45,"Jacobs, Dylan",JR-3,Notre Dame,3:57.67,Notre Dame Invitational,"Jan 22, 2022",237.67000000000002
46,"Schreml, Elias",FR-1,Arkansas,3:57.85,Razorback Invitational,"Jan 28, 2022",237.85
47,"Schoppe, Ryan",FR-1,Oklahoma State,3:57.87,Big 12 Indoor Championships,"Feb 25, 2022",237.87
48,"Sellaro, Ray",JR-3,Penn,3:57.89,Sykes & Sabock Invitational,"Jan 29, 2022",237.89
49,"Stokes, Parker",SO-2,Georgetown,3:58.02,2022 Boston University David Hemery Valentine Invitational,"Feb 11, 2022",238.02
50,"Magnusson, Baldvin",JR-3,Eastern Michigan,3:58.08,Meyo Invitational,"Feb 4, 2022",238.07999999999998
