Rank,Athlete,Year,Team,Time,Meet,Meet_Date,Time_seconds
43,"Baragar-Petrash, Jennie",JR-3,Arizona,9:18.51,2020 Husky Classic (College),"Feb 14, 2020",558.51
44,"Herberg, Haley",SO-2,Washington,9:19.28,2020 MPSF Indoor Track & Field Championships,"Feb 28, 2020",559.28
45,"Platek, Sara",SO-2,Duke,"9:19.37
#",Camel City Invitational,"Feb 7, 2020",559.37
46,"Poe, Jeralyn",SR-4,Michigan State,9:19.82,Simmons-Harvey Invitational,"Jan 18, 2020",559.82
47,"Rice, Christina",JR-3,UCLA,9:20.02,2020 UW Invitational,"Jan 31, 2020",560.02
48,"Pataki, Anna",SO-2,Portland,9:20.15,2020 MPSF Indoor Track & Field Championships,"Feb 28, 2020",560.15
49,"Kohut-Jackson, Abby",JR-3,Minnesota,9:20.38,2020 Meyo Invitational,"Feb 7, 2020",560.38
50,"Lasswell, Sophie",FR-1,BYU,9:20.56,2020 Husky Classic (College),"Feb 14, 2020",560.56
51,"VanderLende, Ericka",FR-1,Michigan,9:20.57,Power 5 Invitational,"Jan 31, 2020",560.57
52,"Munks, Kathryn",SR-4,Penn State,9:20.84,Dr. Sander Columbia Challenge,"Jan 23, 2020",560.84
53,"Feeny, Sarah",SR-4,Utah,9:21.47,2020 Husky Classic (College),"Feb 14, 2020",561.47
54,"Hays, Alexandra",JR-3,Columbia,9:21.82,Dr. Sander Columbia Challenge,"Jan 23, 2020",561.82
55,"Chapman, Sarah",JR-3,Missouri,9:21.89,Iowa State Classic,"Feb 14, 2020",561.89
56,"Archer, Abi",FR-1,Stanford,9:22.49,2020 Husky Classic (College),"Feb 14, 2020",562.49
57,"Reed, Maddy",SR-4,Arkansas,9:22.52,2020 Husky Classic (College),"Feb 14, 2020",562.52
58,"Gehrich, Amanda",SR-4,Oregon,9:22.81,2020 MPSF Indoor Track & Field Championships,"Feb 28, 2020",562.81
59,"Richardson, Aoibhe",SR-4,San Francisco,9:22.93,2020 MPSF Indoor Track & Field Championships,"Feb 28, 2020",562.93
60,"Miller, Hannah",,SMU,9:23.16,2020 Meyo Invitational,"Feb 7, 2020",563.16
61,"Hertenstein, Bailey",SO-2,Indiana,9:23.25,Big Ten Indoor Track and Field Championships,"Feb 28, 2020",563.25
62,"Gillman, Stella",JR-3,Portland,9:23.41,2020 MPSF Indoor Track & Field Championships,"Feb 28, 2020",563.41
63,"Fuller, Annie",JR-3,Michigan State,9:23.47,Power 5 Invitational,"Jan 31, 2020",563.47
64,"Anderson, Kelby",JR-3,North Dakota State,"9:23.71
#",Summit League Championship,"Feb 28, 2020",563.71
65,"Menghini, Melissa",JR-3,Missouri,9:23.79,Aggie Invitational,"Jan 25, 2020",563.79
66,"Aragon, Christina",JR-3,Stanford,9:23.83,2020 UW Preview,"Jan 18, 2020",563.83
67,"Cantine, Sophie",JR-3,Princeton,9:23.93,Dr. Sander Columbia Challenge,"Jan 23, 2020",563.93
68,"Richards, Kaley",JR-3,UMass Lowell,9:24.16,Boston University John Thomas Terrier Classic,"Jan 24, 2020",564.16
69,"Orie, Gabrielle",JR-3,Cornell,9:24.79,2020 BU David Hemery Valentine Invitational,"Feb 14, 2020",564.79
70,"Kostarellis, Anna",SO-2,Xavier (Ohio),9:25.18,2020 Indiana University Relays,"Jan 31, 2020",565.18
71,"Brookover, Hannah",JR-3,Wake Forest,9:25.29,Iowa State Classic,"Feb 14, 2020",565.29
72,"Markezich, Olivia",FR-1,Notre Dame,9:25.33,ACC Indoor Championships,"Feb 27, 2020",565.33
73,"Oakes, Jordan",SO-2,Stanford,9:25.59,2020 UW Preview,"Jan 18, 2020",565.59
74,"Kennedy, Isabelle",SR-4,Boston College,9:25.67,2020 BU David Hemery Valentine Invitational,"Feb 14, 2020",565.67
75,"Nichols, Abby",JR-3,Ohio State,9:26.00,Iowa State Classic,"Feb 14, 2020",566.0
