Rank,Athlete,Year,Team,Time,Meet,Meet_Date,Time_seconds
37,"Wetzel, Logan",SR-4,Villanova,4:00.05,2020 BU David Hemery Valentine Invitational,"Feb 14, 2020",240.05
38,"Mau, Kyle",SR-4,Indiana,4:00.33,Vanderbilt Invitational,"Jan 17, 2020",240.33
39,"Schaffer, Dan",JR-3,Binghamton,4:00.38,Boston University Last Chance Qualifier,"Feb 28, 2020",240.38
40,"Castro, Juan Diego",SO-2,Oklahoma State,4:00.43,2020 Husky Classic (College),"Feb 14, 2020",240.43
41,"Chemadi, Kigen",SR-4,Mid. Tenn. State,4:00.46,Vanderbilt Invitational,"Jan 17, 2020",240.46
42,"Burks, Cade",SR-4,Northern Arizona,4:00.49,2020 Husky Classic (College),"Feb 14, 2020",240.49
43,"Henderson, Nathan",JR-3,Syracuse,4:00.52,2020 BU David Hemery Valentine Invitational,"Feb 14, 2020",240.52
44,"Joyce, Jack",SR-4,Virginia Tech,"4:00.58
#",Camel City Invitational,"Feb 7, 2020",240.58
45,"Ostberg, Alex",SR-4,Stanford,4:00.59,2020 UW Preview,"Jan 18, 2020",240.59
46,"Houser, Luke",FR-1,Washington,4:00.61,2020 UW Last Chance College Elite,"Feb 21, 2020",240.61
47,"Johnsen, Colton",JR-3,Washington St.,4:00.63,2020 UW Last Chance College Elite,"Feb 21, 2020",240.63
48,"Herrera, Eduardo",JR-3,Colorado,4:00.66,2020 Husky Classic (College),"Feb 14, 2020",240.66
49,"Steele, Nick",JR-3,Villanova,4:00.71,Villanova Invitational,"Feb 1, 2020",240.71
50,"Fogg, Adam",FR-1,Drake,4:00.77,Iowa State Classic,"Feb 14, 2020",240.77
51,"Choge, Jacob",SR-4,Mid. Tenn. State,4:00.82,Vanderbilt Invitational,"Jan 17, 2020",240.82
52,"Jha, Arjun",FR-1,Indiana,4:00.84,2020 Gladstein Invitational,"Jan 24, 2020",240.84
53,"Ritz, Sam",SR-4,Washington,4:00.85,2020 Husky Classic (College),"Feb 14, 2020",240.85
53,"Yearian, Jack",JR-3,Oregon,4:00.85,Boston University Last Chance Qualifier,"Feb 28, 2020",240.85
55,"Hamilton, Duncan",FR-1,Montana State,"4:00.89
@#",MSU Dual Meet Invitational,"Jan 24, 2020",240.89
56,"Dahl, Nick",JR-3,Yale,4:01.09,2020 BU David Hemery Valentine Invitational,"Feb 14, 2020",241.09
57,"Mosavel-Lo, Bashir",SO-2,Virginia Tech,4:01.20,Iowa State Classic,"Feb 14, 2020",241.2
58,"Smulders, Everett",JR-3,Ole Miss,4:01.31,2020 Husky Classic (College),"Feb 14, 2020",241.31
59,"Owens, Matt",JR-3,BYU,4:01.32,2020 Husky Classic (College),"Feb 14, 2020",241.32
60,"Sellaro, Ray",SO-2,Penn,4:01.40,2020 BU David Hemery Valentine Invitational,"Feb 14, 2020",241.4
61,"Sotomayor , Arturo",SR-4,UCLA,4:01.63,2020 Husky Classic (College),"Feb 14, 2020",241.63
62,"Brown, Spencer",SR-4,Georgetown,4:01.76,2020 BU David Hemery Valentine Invitational,"Feb 14, 2020",241.76
63,"Berry, Anthony",JR-3,Michigan,4:01.77,Boston University John Thomas Terrier Classic,"Jan 24, 2020",241.77
64,"Mazelli, Trent",SR-4,Portland,4:01.84,2020 Husky Classic (College),"Feb 14, 2020",241.84
65,"Smith, Brody",SR-4,Purdue,4:01.92,Larry Wieczorek Invitational,"Jan 17, 2020",241.92
66,"Rizzo, Matt",FR-1,Stanford,4:02.09,2020 MPSF Indoor Track & Field Championships,"Feb 28, 2020",242.09
67,"Morzenti, Chris",JR-3,UCLA,4:02.15,2020 MPSF Indoor Track & Field Championships,"Feb 28, 2020",242.15
68,"Griffith, Cameron",SR-4,Arkansas,4:02.19,Razorback Invitational,"Jan 31, 2020",242.19
69,"Sullivan, Sean",JR-3,Boston College,4:02.26,2020 BU David Hemery Valentine Invitational,"Feb 14, 2020",242.26
70,"Tamagno, Austin",JR-3,Oregon,4:02.31,2020 Husky Classic (College),"Feb 14, 2020",242.31
71,"Muller, Reid",SR-4,Washington St.,4:02.42,2020 MPSF Indoor Track & Field Championships,"Feb 28, 2020",242.42
72,"Lagat, Festus",SR-4,Iowa State,4:02.56,Larry Wieczorek Invitational,"Jan 17, 2020",242.56
73,"Carpenter, Jaret",SR-4,Purdue,4:02.65,Larry Wieczorek Invitational,"Jan 17, 2020",242.65
74,"Hibbard, Noah",FR-1,Colorado,4:02.68,2020 Husky Classic (College),"Feb 14, 2020",242.68
75,"Prodanov, Martin",SO-2,Missouri,4:02.91,Iowa State Classic,"Feb 14, 2020",242.91
