Rank,Athlete,Year,Team,Time,Meet,Meet_Date,Time_seconds
32,"Carpenter, Jaret",FR-1,Purdue,13:57.08,Iowa State Classic,"Feb 10, 2017",837.08
33,"Ali, Obsa",SO-2,Minnesota,13:57.43,Iowa State Classic,"Feb 10, 2017",837.43
34,"Aouani, Iliass",SO-2,Syracuse,13:57.76,ACC Championships,"Feb 23, 2017",837.76
35,"Forsyth, Ryan",SO-2,Colorado,13:57.80,2017 Husky Classic,"Feb 10, 2017",837.8
36,"Bautista, Miguel",JR-3,Texas Tech,13:58.17,Iowa State Classic,"Feb 10, 2017",838.17
37,"Millar, Bryce",FR-1,Indiana,13:59.04,2016 Hoosier Open,"Dec 9, 2016",839.04
38,"Ronoh, Andrew",JR-3,Arkansas,13:59.54,Iowa State Classic,"Feb 10, 2017",839.54
39,"Kosgei, Antibahs",SR-4,Alabama,13:59.72,SEC Championships,"Feb 24, 2017",839.72
40,"Carpenter, Scott",JR-3,Georgetown,14:00.16,2016 Hoosier Open,"Dec 9, 2016",840.16
41,"Leingang, Jake",JR-3,North Dakota State,14:01.32,Iowa State Classic,"Feb 10, 2017",841.32
42,"Fink, Willy",SR-4,Eastern Michigan,14:01.99,2016 Hoosier Open,"Dec 9, 2016",841.99
43,"Burke, Colin",FR-1,UCLA,14:03.11,MPSF Indoor Track & Field Championships,"Feb 24, 2017",843.11
44,"Thies, Jeff",JR-3,Portland,14:04.01,MPSF Indoor Track & Field Championships,"Feb 24, 2017",844.01
45,"McGowan, Timothy",SO-2,Penn State,14:04.38,2017 Husky Classic,"Feb 10, 2017",844.38
46,"McDonald, Morgan",JR-3,Wisconsin,14:04.44,Big Ten Indoor Track and Field Championships,"Feb 24, 2017",844.44
47,"Choge, Jacob",FR-1,Mid. Tenn. State,14:04.51,BU Last Chance 2017,"Feb 26, 2017",844.51
48,"Brandt, Robert",FR-1,California,14:05.08,2017 UW Invitational,"Jan 27, 2017",845.08
49,"Crist, Jason",SR-4,Indiana,14:06.25,Big Ten Indoor Track and Field Championships,"Feb 24, 2017",846.25
50,"Armstrong, Hugh",SR-4,Providence,14:06.43,Boston University Season Opener,"Dec 3, 2016",846.43
51,"Coughler, Jeremy",JR-3,Indiana,14:06.73,Big Ten Indoor Track and Field Championships,"Feb 24, 2017",846.73
52,"Baumgarten, Aaron",JR-3,Michigan,14:06.82,Big Ten Indoor Track and Field Championships,"Feb 24, 2017",846.82
53,"Reichow, Joel",SR-4,South Dakota St.,14:07.19,Iowa State Classic,"Feb 10, 2017",847.19
54,"Thomson, Jacob",JR-3,Kentucky,14:07.33,Iowa State Classic,"Feb 10, 2017",847.33
55,"Gotta, Matthew",SO-2,Montana State,"14:07.47
@#",Montana State University Invitational,"Jan 13, 2017",847.47
56,"Haller, Miler",FR-1,Boise State,14:07.68,2017 Husky Classic,"Feb 10, 2017",847.68
57,"Schrobilgen, Malachy",SR-4,Wisconsin,14:07.85,Big Ten Indoor Track and Field Championships,"Feb 24, 2017",847.85
58,"Johnston, Andrew",JR-3,Air Force,14:08.27,2017 Husky Classic,"Feb 10, 2017",848.27
59,"Luevano, Paul",FR-1,Boston U.,14:08.57,BU Last Chance 2017,"Feb 26, 2017",848.57
60,"Ball, Tim",SR-4,Portland,14:08.83,MPSF Indoor Track & Field Championships,"Feb 24, 2017",848.83
61,"Montanez, Nicolas",SR-4,BYU,14:09.08,MPSF Indoor Track & Field Championships,"Feb 24, 2017",849.08
62,"Seufer, Peter",FR-1,Virginia Tech,14:09.24,ACC Championships,"Feb 23, 2017",849.24
63,"Levora, Sam",SO-2,Washington St.,14:09.40,MPSF Indoor Track & Field Championships,"Feb 24, 2017",849.4
64,"Rotich, Erick",SO-2,Eastern Kentucky,"14:09.41
#",Ohio Valley Conference Championships,"Feb 24, 2017",849.41
65,"Aldritt, Eric",JR-3,Oklahoma,14:09.91,2017 Husky Classic,"Feb 10, 2017",849.91
66,"Tu, Cameron",SO-2,California,14:10.06,MPSF Indoor Track & Field Championships,"Feb 24, 2017",850.06
67,"Kendell, Ben",JR-3,Detroit,14:10.10,GVSU Big Meet Invite (Friday),"Feb 10, 2017",850.1
68,"Leon, Diego",JR-3,Montana State,"14:10.12
@#",Montana State University Invitational,"Jan 13, 2017",850.12
69,"Neuman, Travis",JR-3,Oregon,14:10.48,MPSF Indoor Track & Field Championships,"Feb 24, 2017",850.48
70,"Johnson, Brady",SR-4,Portland,14:10.64,MPSF Indoor Track & Field Championships,"Feb 24, 2017",850.64
71,"Bertrand, William",SR-4,Princeton,14:10.68,Boston University David Hemery Valentine Inv.,"Feb 10, 2017",850.68
72,"Derrick, Mark",SR-4,North Carolina,14:10.79,2017 Husky Classic,"Feb 10, 2017",850.79
73,"Schwartzer, Matthew",SR-4,Indiana,14:11.26,2016 Hoosier Open,"Dec 9, 2016",851.26
74,"McGuire, Wyatt",SO-2,Nebraska,14:11.76,Iowa State Classic,"Feb 10, 2017",851.76
75,"White, Drew",SR-4,Missouri,14:12.12,SEC Championships,"Feb 24, 2017",852.12
