Rank,Athlete,Year,Team,Time,Meet,Meet_Date,Time_seconds
30,"Koon, Rachel",SO-2,North Carolina St.,16:04.01,Boston University Season Opener,"Dec 3, 2016",964.01
31,"Werner, Taylor",FR-1,Arkansas,16:04.05,SEC Championships,"Feb 24, 2017",964.05
32,"Boyd, Cleo",SR-4,Virginia,16:04.76,ACC Championships,"Feb 23, 2017",964.76
33,"Jensen, Katie",JR-3,Rice,16:04.78,2017 Husky Classic,"Feb 10, 2017",964.78
34,"Stoner, Paige",SO-2,Syracuse,16:05.04,ACC Championships,"Feb 23, 2017",965.04
35,"Kempfer, Jamie",SO-2,Missouri,16:05.23,Iowa State Classic,"Feb 10, 2017",965.23
36,"Sereno, Gina",JR-3,Michigan,16:05.52,Big Ten Indoor Track and Field Championships,"Feb 24, 2017",965.52
37,"Cardama Baez, Carmela",FR-1,Florida State,16:07.49,ACC Championships,"Feb 23, 2017",967.49
38,"Eder, Veronica",SR-4,Auburn,16:07.74,SEC Championships,"Feb 24, 2017",967.74
38,"Raines, Sandie",SR-4,Texas,16:07.74,2017 Husky Classic,"Feb 10, 2017",967.74
40,"Imer, Charlotte",JR-3,Eastern Kentucky,"16:08.51
#",Ohio Valley Conference Championships,"Feb 24, 2017",968.51
41,"Kunc, Katy",JR-3,Kentucky,16:08.55,Iowa State Classic,"Feb 10, 2017",968.55
42,"Tanner, Natalie",SR-4,Columbia,16:08.80,Ivy League Indoor Track & Field Championships,"Feb 25, 2017",968.8
43,"Taylor, Charlotte",SR-4,San Francisco,16:08.98,2017 Husky Classic,"Feb 10, 2017",968.98
44,"Gilchrist, Paige",JR-3,Northern Arizona,16:09.04,Iowa State Classic,"Feb 10, 2017",969.04
45,"Benner, Emma",FR-1,Purdue,16:09.68,Iowa State Classic,"Feb 10, 2017",969.68
46,"Allen, Margaret",SO-2,Indiana,16:10.05,Big Ten Indoor Track and Field Championships,"Feb 24, 2017",970.05
47,"Schriever, Gillian",SO-2,Pittsburgh,16:10.06,ACC Championships,"Feb 23, 2017",970.06
48,"Lee, Michelle",SR-4,Wisconsin,16:11.90,Iowa State Classic,"Feb 10, 2017",971.9
49,"England, Mary Alex",SR-4,Ole Miss,16:12.67,SEC Championships,"Feb 24, 2017",972.67
50,"Cizmas, Natalie",JR-3,Eastern Michigan,16:12.72,GVSU Holiday Open,"Dec 2, 2016",972.72
51,"Tubbs, Taylor",SR-4,Florida,16:13.08,Iowa State Classic,"Feb 10, 2017",973.08
52,"Bradley, Lindsey",FR-1,Baylor,16:13.51,Iowa State Classic,"Feb 10, 2017",973.51
53,"Davis, Amy",SO-2,Wisconsin,16:14.05,Iowa State Classic,"Feb 10, 2017",974.05
54,"Forsey, Jillian",JR-3,West Virginia,16:14.76,2017 Husky Classic,"Feb 10, 2017",974.76
55,"Knights, Bethan",JR-3,California,16:15.54,2017 UW Invitational,"Jan 27, 2017",975.54
56,"Young, Laura",JR-3,BYU,16:15.66,MPSF Indoor Track & Field Championships,"Feb 24, 2017",975.66
57,"Monson, Alicia",FR-1,Wisconsin,16:15.87,Iowa State Classic,"Feb 10, 2017",975.87
58,"Braswell, Anna",JR-3,Ole Miss,16:16.25,Iowa State Classic,"Feb 10, 2017",976.25
59,"Bortfeld, Devon",JR-3,Washington St.,16:16.42,MPSF Indoor Track & Field Championships,"Feb 24, 2017",976.42
60,"Montoya, Maggie",SR-4,Baylor,16:16.83,Big 12 Indoor Track & Field Championships,"Feb 24, 2017",976.83
61,"Miller, Hannah",FR-1,SMU,16:16.84,The American Indoor Track & Field Championships,"Feb 24, 2017",976.84
62,"Bean, Emily",JR-3,Ole Miss,16:16.99,SEC Championships,"Feb 24, 2017",976.99
63,"Koech, Winny",SO-2,UTEP,16:17.08,2017 Husky Classic,"Feb 10, 2017",977.08
63,"Myers, Emily",SR-4,Nevada,"16:17.08
@",2017 Mountain West Indoor Track & Field Championships,"Feb 23, 2017",977.08
65,"Caro, Jocelyn",JR-3,Texas Tech,16:18.54,Big 12 Indoor Track & Field Championships,"Feb 24, 2017",978.54
66,"Hackett, Michaela",JR-3,Abilene Christian,16:19.36,Dunamis Sports Group College Classic II,"Feb 10, 2017",979.36
67,"Burda, Bella",SO-2,Villanova,16:19.40,BIG EAST Indoor Track & Field Championships,"Feb 24, 2017",979.4
68,"Child, Ellie",SR-4,Weber State,16:19.48,2017 Husky Classic,"Feb 10, 2017",979.48
69,"Zerrenner, Addi",JR-3,Arizona,16:19.60,2017 Husky Classic,"Feb 10, 2017",979.6
70,"Tuttle, Tayler",JR-3,Colorado,16:20.73,2017 Husky Classic,"Feb 10, 2017",980.73
71,"Bogdanova, Alsu",SR-4,Eastern Michigan,16:20.77,GVSU Holiday Open,"Dec 2, 2016",980.77
72,"Kelly, Annie",SR-4,Colorado,16:21.56,MPSF Indoor Track & Field Championships,"Feb 24, 2017",981.56
73,"Hoj, Olivia",FR-1,BYU,16:22.10,2017 UW Invitational,"Jan 27, 2017",982.1
74,"Gilfillan, Darby",JR-3,Colorado St.,16:22.19,2017 Husky Classic,"Feb 10, 2017",982.19
75,"Gray, Abby",FR-1,Arkansas,16:22.91,SEC Championships,"Feb 24, 2017",982.91
